"ID","Category","Title","Ingredients","Method","Date"
"5323","pizza focacce crepes","Pissaladi&#232;re  Ligure","300 pasta lievitata-500 cipolle bianche-8 alici sott'olio-alloro-olio-sale-pepe-olive piccole nere-1 uovo-1/2 b. latte","Stufare le cipolle affettate sottili, con un goccio di olio, quando sono trasparenti salare, pepare ed unire la foglia di alloro (in Francia aggiungono anche 1 c. di zucchero e le fines herbes al posto dell'alloro), portare a cottura coperte. Stendere la pasta lievitata in uno stampo da pizza rotondo, bucherellare il fondo poi ricoprire con le cipolle stufate (raffreddate), disporre a raggiera le alci scolate e le olive nere. A parte sbattere l'uovo con il latte e versare sopra al tutto. Cuocere in forno caldo a 220&#176; per 10 o 12 minuti. Si mangia sia calda che fredda.","8/1/2010"
"5324","desserts","Biscotto al cioccolato semplice     Santin","100 burro-100 zucchero-2 uova-70 farina-6 lievito-20 latte-50 cioccolato fondente","Sciogliere il burro in una terrina, stemperare poi unire il cioccolato sciolto a parte, lavorando con le fruste aggiungere le uova, poi lo zucchero, il latte e per ultimo la farina ed il lievito setacciati. Versare su una teglia foderata con carta forno e lisciare la superficie. Cuocere in forno caldo a 170&#176; per ca. 10 minuti (dipende dallo spessore). Serve per basi o ritagliato per comporre dolci a strati con creme.","11/1/2010"
"5325","contorni","Patate gratinate con cipolle e porri","500 patate-2 cipolle-2 porri-burro-250 panna-sale-pepe","Affettare a rondelle, sottilmente le patate, le cipolle ed i porri. Imburrare una pirofila poi fare almeno 3 strati alternati di rondelle di patata, cipolla e porri (volendo si possono intercalare anche rondelle di scamorza o di mozzarella), salare, pepare e ricoprire, ma non troppo, con la panna e volendo un goccio di brodo. Cuocere in forno caldo a 200&#176; per almeno 40 minuti, tenendo coperta la pirofila con una stagnola per almeno met&#224; della cottura.","11/1/2010"
"5326","pasta","Mezze maniche con salsiccia e trevigiana","mezze maniche-olio-cipolla-salsiccia-trevigiana-prezzemolo-vino bianco","Intanto che si cuoce la pasta, in una padella con un filo di olio rosolare la cipolla tritata, poi unire la salsiccia tagliata a dadini. Salare, pepare e sfumare con un goccio di vino bianco, alla fine unire anche la trevigiana tagliata a listelli. Scolare la pasta al dente e spadellare per un minuto unendo anche il prezzemolo tritato. Servire guarnendo con una foglia di trevigiana fresca. N.B. Volendo si pu&#242; arricchire con 1 o 2 cucchiai di fondutina di Taleggio, a specchio nel piatto.","13/1/2010"
"5330","secondi di pesce","Parmigiana di alici","1 kg. alici da pulire-4 uova-150 pan pesto-100 parmigiano-50 pecorino-1 limone-prezzemolo-origano-sale-olio","Pulire, spinare ed aprire a libro le alici. Foderare una tortiera con carta forno e attorno fare una corona di fettine di limone, sul fondo cospargere di pan pesto, parmigiano, pecorino, un filo di olio e poi fare uno strato di alici, salare, spolverare con origano e prezzemolo tritato ed 1 o 2 cucchiai di uova (sbattute a parte in una terrina) qua e l&#224;; fare almeno 3 strati con questi ingredienti e finire con il pan pesto, il parmigiano, l'uovo sbattuto ed un filo di olio. Cuocere in forno a 200&#176; per ca. 40 minuti. Servire capovolta su un piatto da portata, magari accompagnata da una insalata di cedro, affettato sottile, ed olive verdi schiacciate. N.B. Si accompagna bene ad un buon Friulano (ex Tokai) freddo.","13/1/2010"
"5331","secondi di carne","Polpettone con trevigiana e crescenza","1 fetta di gr.300 polpa di vitellone-200 crescenza-50 parmigiano-sale-pepe-aglio-olio-trevigiana-vino bianco-1 b. brodo","Tagliare a listelli la trevigiana, poi stufare in padella con un filo di olio ed uno spicchio di aglio intero; poi lasciare raffreddare e tritare grossolanamente. In una ciotola amalgamare la crescenza con il parmigiano, salare, pepare ed unire la trevigiana. Stendere la fetta di carne ben appiattita, farcire con il composto, arrotolare e legare bene. In un tegame rosolare con l'olio, la carne rigirandola, salare, pepare, sfumare con il vino bianco poi aggiungere il brodo; cuocere coperto. Si serve a fette con il suo sughino. N.B. Per il ripieno, al posto della trevigiana, si pu&#242; usare la scarola, i carciofi o altre verdure a piacere.","14/1/2010"
"5332","secondi di carne","Polpettone della Ross","400 fetta di vitellone-200 trita di manzo-2 fette di prosciutto cotto-2 c. parmigiano-origano-3 uova-olio-1/2 b. vino bianco-1 b. brodo-sale-pepe-aromi","Cuocere le uova poi lasciare raffreddare e sgusciare. In una ciotola amalgamare la carne tritata con il parmigiano, 1 uovo, l'origano, sale e pepe. Stendere la carne in una grande fetta sottile, ricoprire con la fetta di prosciutto cotto, sopra disporre la farcia per lungo della fetta di carne ed in mezzo alla farcia posare, in fila, le uova sode tagliate a met&#224;. Arrotolare bene la carne e legare con refe alimentare. In una pentola a pressione, con un goccio di olio, rosolare la carne su tutti i lati, poi sfumare con il vino bianco (ma va bene anche il Marsala). Quando il vino &#232; evaporato unire il brodo caldo e gli aromi (alloro, rosmarino e salvia); chiudere la pentola a pressione e dal sibilo, contare ca. 45 minuti. Prima di tagliare a fette lasciare intiepidire, ma questo polpettone &#232; buono anche freddo. N.B. Se a questa farcia si unisce del caciocavallo, della salsiccia e dei piselli, e se in cottura si unisce anche il sugo di pomodoro, questo polpettone diventa il &quot;falsomagro&quot; siciliano.","9/8/2014"
"5333","secondi di carne","Involtini di cavolo verza o  Capunet  della Ross","cavolo verza-300 carne trita di manzo-1 uovo-3 c. parmigiano-prezzemolo-200 pancetta-burro-1/2 cipolla-noce moscata-sale-pepe-olio-1/2 b. brodo","Togliere le foglie del cavolo, lavare e scottare per 2 o 3 minuti in acqua bollente salata; scolare, raffreddare in acqua e ghiaccio, poi asciugare su un panno (o scottex). In una terrina mescolare la carne tritata con l'uovo, il parmigiano ed il prezzemolo tritato, salare e pepare ed amalgamare (volendo si possono unire un paio di fette di pan carr&#233; imbevute nel latte e strizzate). Farcire le foglie, con questo composto, avendo cura di togliere la parte dura della foglia, ripiegare i bordi ed arrotolare ad involtino. In padella con un filo di olio e una noce di burro rosolare prima la cipolla tritata e i dadini di pancetta, poi unire gli involtini, rigirandoli; quando sono ben rosolati, salare, pepare ed unire un goccio di brodo, coprire e lasciare cuocere per 20/25 minuti. N.B. Nella ricetta tradizionale invece della carne tritata si usava l'arrosto o lo spezzatino, avanzati e tritati, e poi amalgamati con l'uovo, il parmigiano, il prezzemolo, il pepe ed una grattatina di noce moscata. Questi involtini si accompagnano bene alla polenta o una bella purea.","25/1/2017"
"5335","desserts","Pasticcini al limone","x base biscotto: 245 farina-30 maizena-80 zucchero-170 burro freddo-pizzico sale- x crema al limone: 270 zucchero-25 farina-scorza limone-sale-80 latte-4 uova-160 succo di limone filtrato","Per preparare il biscotto base, versare in un mixer la farina, la maizena, lo zucchero, il pizzico di sale, e lavorare inserendo poco per volta il burro freddo tagliato a dadini. Togliere dal mixer, versare in una terrina e con le mani sbriciolare il composto, quindi versarlo in uno stampo rettangolare foderato con carta forno, cos&#236; sbriciolato, poi con una forchetta bagnata, schiacciare leggermente la superficie. Cuocere in forno caldo a 175&#176; per 20 minuti. Intanto sempre in un mixer, preparare la crema: frullare lo zucchero con la farina, il pizzico di sale, la scorza di limone grattata, le uova ed il latte, verso la fine unire anche il succo di limone (l'impasto risulter&#224; liquido). Togliere dal forno il biscotto caldo e versare subito sopra la crema di limone, rimettere nel forno immediatamente e continuare la cottura per altri 20 o 25 minuti. Sfornare, raffreddare, sformare e su un tagliere tagliare a barrette. Servire spolverati di zucchero a velo.","19/1/2010"
"5336","desserts","Tegoline al cocco  Santin","50 latte di cocco-125 zucchero-30 farina-60 farina di cocco-50 burro","In una terrina lavorare con una spatola il latte di cocco con la farina di cocco, il burro fuso, e via via lo zucchero e la farina setacciata. Quando &#232; tutto amalgamato stendere su carta forno, dei dischetti o bastoncini, sottili e spalmati con le mani. Cuocere in forno caldo a 180&#176; per ca. 4 o 5 minuti o meglio &quot;a vista&quot;.... quando sono dorati.","19/1/2010"
"5337","antipasti stuzzichini","Insalatina con capesante e gamberi","soncino-gamberi grigi-capesante-1 pompelmo rosa-sale-olio-pomodorini","Pulire dall'intestino ed il guscio, i gamberi. Separare le capesante (la noce dal corallo), In un tegame con un filo di olio rosolare i gamberi, poi togliere e rosolare le noci e poi aggiungere il corallo che deve cuocere solo 1 minuto; tenere al caldo. Lavare il soncino e disporre su un piatto da portata (o porzionato nelle valve delle capesante) sopra disporre i gamberi e le capesante, tiepidi, condire con una emulsione di olio, succo di pompelmo sale e pepe.","16/8/2011"
"5338","desserts","Biscottini di mais","140 farina di mais-2 c. farina bianca-50 zucchero-4 c. miele-4 c. latte-2 c. Rum-1 c.ino lievito-x guarnire: nocciole o mandorle","In una terrina mescolare la farina di mais con la farina bianca, lo zucchero ed il lievito, poi unire il miele ed impastare aggiungendo il latte ed il Rum. Con un cucchiaio fare dei mucchietti su una teglia, foderata con carta forno, e sopra ad ognuno schiacciare leggermente una nocciola o una mandorla. Cuocere in forno caldo a 180&#176; per 12 max. 15 minuti.","18/3/2014"
"5339","desserts","Glassa di zucchero al Rhum","300 zucchero a velo-8 c. Rhum","In una terrina amalgamare lo zucchero a velo con il Rhum. Spalmare questo impasto sulla superficie del dolce e lasciare seccare una notte.","19/1/2010"
"5340","desserts","Glassa di zucchero o ghiaccia reale","300 zucchero velo-gr. 50 albume-1 c.ino succo di limone","In una planetaria montare l'albume unendo il succo di limone e quando comincia a schiumare abbassare la velocit&#224; ed unire lo zucchero a velo poco alla volta (ci vogliono ca. 3 o 4 minuti). Spalmare la glassa, con una spatola,  il dolce o i pasticcini e lasciare indurire coperti (si indurisce rapidamente). Questa glassa si usa per ricoprire: bign&#233;, mille feuilles, cassate o altro. N.B. Le proporzioni di albume e zucchero a velo sono di 1 a 6 .","7/4/2014"
"5341","desserts","Pan di Spagna veloce","250 uova-175 zucchero-150 farina 00-50 fecola-vaniglia","Rompere le uova in un pentolino, unire lo zucchero sbattere con le fruste e scaldare (senza cuocere !) sul fuoco a 45&#176; poi versare in una planetaria ed ad alta velocit&#224;, aggiungere la vaniglia, montare sino a che diventa spumoso e sbianchito. A parte setacciare la farina con la fecola quindi unire poco per volta all'impasto, con una spatola, delicatamente e dal basso verso l'alto. Imburrare ed infarinare 2 tortiere di cm. 18 cadauna (per farne una sola dimezzare gli ingredienti), versare l'impasto e cuocere in forno caldo a 180&#176; per 15- 18 minuti.","24/1/2010"
"5342","desserts","Pan di Spagna al cacao","230 burro-100 zucchero velo-12 lievito-50 cacao amaro-185 tuorli-200 farina bianca-100 zucchero velo-220 albumi-scorza di limone","In una planetaria semi montare gli albumi con lo zucchero a velo, poi tenere da parte. Sempre nella planetaria montare il burro ammorbidito con lo zucchero (partendo da bassa velocit&#224; ed aumentando gradatamente) poi (diminuire la velocit&#224;) ed unire i tuorli leggermente sbattuti a parte. Togliere dalla planetaria ed unire con una spatola la scorza di limone grattata e poi gli albumi montati con lo zucchero, delicatamente e dal basso verso l'alto. A parte setacciare insieme la farina il lievito ed il cacao, quindi unire all'impasto con una spatola. Versare in 2 tortiere imburrate ed infarinate di cm. 18 cad.(per farne una sola basta dimezzare gli ingredienti) e cuocere in forno caldo a 170&#176; per ca. 20 minuti.","24/1/2010"
"5343","desserts","Terrina di gorgonzola","gorgonzola naturale o piccante-noci-kiwi-arancia-x gelatina : 150 zucchero-150 vino passito-100 acqua-12 colla di pesce","Fare la gelatina sciogliendo lo zucchero nell'acqua, sul fuoco, poi unire il vino, spegnere il fuoco e aggiungere la colla di pesce, ammollata a parte;  lasciare rapprendere un po' (ma non troppo). Foderare uno stampo da plum cake con la pellicola, poi disporre dei mezzi gherigli di noce e ricoprire con la gelatina, quindi alternare strati di: fette di gorgonzola, rondelle di kiwi e di arancia, qualche noce, gelatina e altro gorgonzola. Ricoprire con la gelatina, richiudere con la pellicola e tenere in frigorifero ad indurire. Servire a fette con accanto qualche rondella di frutta fresca. N.B. Volendo francesizzare questa ricetta si pu&#242; fare con il Roquefort al posto del gorgonzola ed il Sauternes al posto del passito muffato. P.S. Questo piatto pu&#242; essere servito come &quot;pre&quot; dessert o come antipasto.","25/1/2010"
"5344","desserts","Terrina dolce di gorgonzola","gorgonzola naturale o piccante (o Roquefort)-noci-kiwi-arancia-x gelatina : 150 zucchero-150 vino passito (o Sauternes)-100 acqua-12 colla di pesce","Fare la gelatina sciogliendo lo zucchero nell'acqua, sul fuoco, poi unire il vino, dealcolizzare poi spegnere il fuoco ed aggiungere la colla di pesce, ammollata a parte;  lasciare rapprendere un po' (ma non troppo). Foderare uno stampo da plum cake con la pellicola, poi disporre dei mezzi gherigli di noce e ricoprire con la gelatina, quindi alternare strati di: fette di gorgonzola, rondelle di kiwi e di arancia, qualche noce, gelatina e altro gorgonzola. Ricoprire con la gelatina, richiudere con la pellicola e tenere in frigorifero ad indurire. Servire a fette con accanto qualche rondella di frutta fresca o chicchi di uva. N.B. Volendo francesizzare questa ricetta si pu&#242; fare con il Roquefort al posto del gorgonzola ed il Sauternes al posto del passito. P.S. Questo piatto pu&#242; essere servito sia come dessert o meglio &quot;pre&quot; dessert che come antipasto, ma in questo sarebbe meglio togliere lo zucchero dalla gelatina.","30/12/2012"
